timestamp_bigint,timestamp_utc,rsu_id,alert
1594922487444,2020-07-16 18:01:27+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594907985361,2020-07-16 13:59:45+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594924210501,2020-07-16 18:30:10+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594910743453,2020-07-16 14:45:43+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594924934467,2020-07-16 18:42:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594913357459,2020-07-16 15:29:17+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594927643349,2020-07-16 19:27:23+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594908069087,2020-07-16 14:01:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594900830022,2020-07-16 12:00:30+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594909550044,2020-07-16 14:25:50+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594921728075,2020-07-16 17:48:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594900978189,2020-07-16 12:02:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594909986088,2020-07-16 14:33:06+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594901214897,2020-07-16 12:06:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594910674017,2020-07-16 14:44:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594933777348,2020-07-16 21:09:37+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594902174040,2020-07-16 12:22:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594911366139,2020-07-16 14:56:06+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594933928906,2020-07-16 21:12:08+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594916022409,2020-07-16 16:13:42+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594934598454,2020-07-16 21:23:18+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594909880337,2020-07-16 14:31:20+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594917068366,2020-07-16 16:31:08+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594935319446,2020-07-16 21:35:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594911079478,2020-07-16 14:51:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594917507466,2020-07-16 16:38:27+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594935879373,2020-07-16 21:44:39+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594905293236,2020-07-16 13:14:53+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594918041453,2020-07-16 16:47:21+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594933614085,2020-07-16 21:06:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594905493147,2020-07-16 13:18:13+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594915029443,2020-07-16 15:57:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594933864780,2020-07-16 21:11:04+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594905929096,2020-07-16 13:25:29+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594915295919,2020-07-16 16:01:35+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594935649100,2020-07-16 21:40:49+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594906894985,2020-07-16 13:41:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594918150207,2020-07-16 16:49:10+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594937208049,2020-07-16 22:06:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594910908131,2020-07-16 14:48:28+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594918363118,2020-07-16 16:52:43+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594938375490,2020-07-16 22:26:15+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594911176092,2020-07-16 14:52:56+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594920666058,2020-07-16 17:31:06+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594938591387,2020-07-16 22:29:51+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594911795434,2020-07-16 15:03:15+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594921272632,2020-07-16 17:41:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594939618417,2020-07-16 22:46:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594912355370,2020-07-16 15:12:35+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594923079617,2020-07-16 18:11:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594940243412,2020-07-16 22:57:23+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594913616537,2020-07-16 15:33:36+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594926374179,2020-07-16 19:06:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594941759461,2020-07-16 23:22:39+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594914780483,2020-07-16 15:53:00+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594924059421,2020-07-16 18:27:39+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594942017403,2020-07-16 23:26:57+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594914931429,2020-07-16 15:55:31+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594925747470,2020-07-16 18:55:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594938820183,2020-07-16 22:33:40+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594915330444,2020-07-16 16:02:10+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594926594465,2020-07-16 19:09:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594911885218,2020-07-16 15:04:45+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594942292938,2020-07-16 23:31:32+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594913438989,2020-07-16 15:30:38+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594922616950,2020-07-16 18:03:36+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594942879801,2020-07-16 23:41:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594915438033,2020-07-16 16:03:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925676886,2020-07-16 18:54:36+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594943141466,2020-07-16 23:45:41+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594918814494,2020-07-16 17:00:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594929975589,2020-07-16 20:06:15+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594943339510,2020-07-16 23:48:59+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594921842399,2020-07-16 17:50:42+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594932077984,2020-07-16 20:41:17+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594943609357,2020-07-16 23:53:29+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594916130174,2020-07-16 16:15:30+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928451366,2020-07-16 19:40:51+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594943812456,2020-07-16 23:56:52+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594917167014,2020-07-16 16:32:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594929369417,2020-07-16 19:56:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594917588070,2020-07-16 16:39:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594933538395,2020-07-16 21:05:38+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594942424952,2020-07-16 23:33:44+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594917798022,2020-07-16 16:43:18+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594926694056,2020-07-16 19:11:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594943292035,2020-07-16 23:48:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594920969138,2020-07-16 17:36:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594931714375,2020-07-16 20:35:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594922254008,2020-07-16 17:57:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594932945106,2020-07-16 20:55:45+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594924159023,2020-07-16 18:29:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594933214101,2020-07-16 21:00:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594931468775,2020-07-16 20:31:08+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594908373599,2020-07-16 14:06:13+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594939572211,2020-07-16 22:46:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594926443379,2020-07-16 19:07:23+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594907834502,2020-07-16 13:57:14+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594935166512,2020-07-16 21:32:46+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594927037495,2020-07-16 19:17:17+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594909340428,2020-07-16 14:22:20+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594940092446,2020-07-16 22:54:52+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594929094364,2020-07-16 19:51:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594910591431,2020-07-16 14:43:11+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594930303467,2020-07-16 20:11:43+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594911419430,2020-07-16 14:56:59+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594934239121,2020-07-16 21:17:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594926544199,2020-07-16 19:09:04+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594907577022,2020-07-16 13:52:57+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594935420026,2020-07-16 21:37:00+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594927288112,2020-07-16 19:21:28+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594907928933,2020-07-16 13:58:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594940339138,2020-07-16 22:58:59+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594930393186,2020-07-16 20:13:13+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594910152140,2020-07-16 14:35:52+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594931108092,2020-07-16 20:25:08+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594911026058,2020-07-16 14:50:26+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594941538095,2020-07-16 23:18:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594937771719,2020-07-16 22:16:11+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594934112379,2020-07-16 21:15:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594934550876,2020-07-16 21:22:30+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594935250040,2020-07-16 21:34:10+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594935987097,2020-07-16 21:46:27+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594936247024,2020-07-16 21:50:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594936436040,2020-07-16 21:53:56+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594937946125,2020-07-16 22:19:06+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594938499128,2020-07-16 22:28:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594941286437,2020-07-16 23:14:46+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594942170429,2020-07-16 23:29:30+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594942343597,2020-07-16 23:32:23+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594943125967,2020-07-16 23:45:25+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594943915159,2020-07-16 23:58:35+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594901469541,2020-07-16 12:11:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594902095456,2020-07-16 12:21:35+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594902806443,2020-07-16 12:33:26+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594901552999,2020-07-16 12:12:32+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594902650069,2020-07-16 12:30:50+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594903243420,2020-07-16 12:40:43+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594912866337,2020-07-16 15:21:06+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594910930461,2020-07-16 14:48:50+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594911947442,2020-07-16 15:05:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594915218447,2020-07-16 16:00:18+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594915660439,2020-07-16 16:07:40+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594902418399,2020-07-16 12:26:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594914534878,2020-07-16 15:48:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594902921425,2020-07-16 12:35:21+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594912084973,2020-07-16 15:08:04+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594903938919,2020-07-16 12:52:18+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594914893019,2020-07-16 15:54:53+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594917347038,2020-07-16 16:35:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594930881823,2020-07-16 20:21:21+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594902997871,2020-07-16 12:36:37+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928241384,2020-07-16 19:37:21+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594928762448,2020-07-16 19:46:02+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594931028398,2020-07-16 20:23:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594932652518,2020-07-16 20:50:52+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594932802553,2020-07-16 20:53:22+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594906395413,2020-07-16 13:33:15+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594904690673,2020-07-16 13:04:50+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594932961505,2020-07-16 20:56:01+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594906819347,2020-07-16 13:40:19+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594905033511,2020-07-16 13:10:33+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594933408417,2020-07-16 21:03:28+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594907248399,2020-07-16 13:47:28+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594905363427,2020-07-16 13:16:03+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594933510059,2020-07-16 21:05:10+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594907712377,2020-07-16 13:55:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594910055386,2020-07-16 14:34:15+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594904734390,2020-07-16 13:05:34+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594904229485,2020-07-16 12:57:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594907331095,2020-07-16 13:48:51+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594904379345,2020-07-16 12:59:39+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594916472359,2020-07-16 16:21:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594905129113,2020-07-16 13:12:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594917659461,2020-07-16 16:40:59+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594910322002,2020-07-16 14:38:42+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594920566458,2020-07-16 17:29:26+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594918264439,2020-07-16 16:51:04+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594921604387,2020-07-16 17:46:44+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594920887421,2020-07-16 17:34:47+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594925898393,2020-07-16 18:58:18+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594922141361,2020-07-16 17:55:41+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594918923091,2020-07-16 17:02:03+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925236448,2020-07-16 18:47:16+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594924314161,2020-07-16 18:31:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925344079,2020-07-16 18:49:04+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594921941919,2020-07-16 17:52:21+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925887990,2020-07-16 18:58:07+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925036128,2020-07-16 18:43:56+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928177534,2020-07-16 19:36:17+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
1594927188429,2020-07-16 19:19:48+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594928602428,2020-07-16 19:43:22+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594925536517,2020-07-16 18:52:16+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594928912418,2020-07-16 19:48:32+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594934449343,2020-07-16 21:20:49+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,POE_OFFLINE
1594927138087,2020-07-16 19:18:58+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594925977988,2020-07-16 18:59:37+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594927743983,2020-07-16 19:29:03+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928551147,2020-07-16 19:42:31+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928352016,2020-07-16 19:39:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928859077,2020-07-16 19:47:39+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594928702205,2020-07-16 19:45:02+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594929012081,2020-07-16 19:50:12+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594929470044,2020-07-16 19:57:50+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594929174995,2020-07-16 19:52:54+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,NONE
1594936869787,2020-07-16 22:01:09+00:00,f943c318-26c8-45bz-zdzb-d43bz0e56690,SNMP_FAILURE
